epoch,accuracy,loss,val_accuracy,val_loss
0,0.3548297882080078,1.3387765884399414,0.4063400626182556,1.2958611249923706
1,0.6446166634559631,1.0032196044921875,0.6570605039596558,0.9253514409065247
2,0.79490727186203,0.5897303223609924,0.6974063515663147,0.781787633895874
3,0.845834493637085,0.42848315834999084,0.7233429551124573,0.7561029195785522
4,0.872128427028656,0.33924973011016846,0.6974063515663147,0.7887265682220459
5,0.9036811590194702,0.27733486890792847,0.6945244669914246,0.8524879813194275
6,0.92360919713974,0.23015792667865753,0.680115282535553,0.9050815105438232
7,0.9338499903678894,0.20147855579853058,0.6858789920806885,0.9371752142906189
8,0.9468585848808289,0.17236606776714325,0.6887608170509338,0.9922437071800232
9,0.9526709318161011,0.14774781465530396,0.6974063515663147,1.030179738998413
10,0.9606974720954895,0.13341976702213287,0.6714697480201721,1.0843591690063477
11,0.9642956256866455,0.1226753368973732,0.680115282535553,1.1559423208236694
12,0.9673401713371277,0.10896283388137817,0.6743515729904175,1.2014731168746948
13,0.9687240719795227,0.10795708745718002,0.6945244669914246,1.2284084558486938
14,0.9698311686515808,0.09490752965211868,0.6772334575653076,1.2607460021972656
15,0.9709382653236389,0.09213694930076599,0.6858789920806885,1.2990962266921997
16,0.972045361995697,0.08859681338071823,0.6916426420211792,1.3219091892242432
17,0.9748131632804871,0.08549699932336807,0.6685879230499268,1.3728080987930298
18,0.9748131632804871,0.08029875159263611,0.6743515729904175,1.410088062286377
19,0.9748131632804871,0.07722573727369308,0.6743515729904175,1.4045442342758179
20,0.9739828109741211,0.07652866095304489,0.6772334575653076,1.4131451845169067
21,0.9778577089309692,0.07151549309492111,0.6772334575653076,1.421614170074463
22,0.9745364189147949,0.07107657939195633,0.6743515729904175,1.446675181388855
23,0.9767506122589111,0.06749861687421799,0.680115282535553,1.4936212301254272
24,0.976473867893219,0.07065598666667938,0.6887608170509338,1.4965754747390747
